JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas,JIF_2024,Quartile_2024,WoS_Index,WoS_Categories,SJR_Year,SJR_Score_2023,SJR_Quartile_2023
17542.0,Maejo International Journal of Science and Technology,2025.0,MAEJO INT J SCI TECH,MAEJO UNIV,1905-7873,,234.0,24.0,26.0,11.6,7.5,0.4,0.4,0.3,0.24,Q4,109/135,maejo international journal of science and technology,Maejo Int. J. Sci. Technol.,0.173,Q3,26.0,Multidisciplinary (Q3),Multidisciplinary,0.4,Q4,SCIE,MULTIDISCIPLINARY SCIENCES,2025.0,0.153,Q4
17542.0,Proceedings of the Institution of Civil Engineers-Engineering and Computational Mechanics,2025.0,P I CIV ENG-ENG COMP,EMERALD GROUP PUBLISHING LTD,1755-0777,1755-0785,140.0,10.0,10.0,8.2,11.7,0.4,0.7,0.4,0.24,Q4,165/183,proceedings of the institution of civil engineers engineering and computational mechanics,Proc. Inst. Civ. Eng. Eng. Comput. Mech.,0.124,Q4,20.0,Civil and Structural Engineering (Q4); Mechanics of Materials (Q4),Engineering,0.4,Q4,ESCI,"ENGINEERING, CIVIL",2025.0,0.217,Q4
17542.0,SPORTVERLETZUNG-SPORTSCHADEN,2025.0,SPORTVERLETZ SPORTSC,GEORG THIEME VERLAG KG,0932-0555,1439-1236,264.0,48.0,51.0,8.6,7.8,0.5,0.8,0.4,0.24,Q4,127/139,sportverletzung sportschaden,Sportverletz. Sportsc.,0.154,Q4,26.0,Medicine (miscellaneous) (Q4); Orthopedics and Sports Medicine (Q4); Sports Science (Q4),Health Professions; Medicine,0.4,Q4,SCIE,ORTHOPEDICS; SPORT SCIENCES,2025.0,0.233,Q3
17542.0,Women and Music-A Journal of Gender and Culture,2025.0,WOMEN MUSIC,UNIV NEBRASKA PRESS,1090-7505,1553-0612,47.0,7.0,7.0,,21.4,0.1,0.3,0.4,0.24,Q4,54/70,women and music a journal of gender and culture,Women Music,,,,,,0.4,Q4,ESCI,MUSIC; WOMENS STUDIES,,,
17542.0,Acta Veterinaria Eurasia,2025.0,ACTA VET EURASIA,AVES,2618-639X,2619-905X,121.0,26.0,29.0,,9.0,0.6,0.4,0.4,0.23,Q4,143/170,acta veterinaria eurasia,Acta Vet. Eurasia,0.216,Q3,12.0,Veterinary (miscellaneous) (Q3),Veterinary,0.4,Q4,ESCI,VETERINARY SCIENCES,2025.0,0.168,Q4
17542.0,Archives of Pediatric Infectious Diseases,2025.0,ARCH PEDIATR INFECT,BRIEFLANDS,2322-1828,2322-1836,187.0,17.0,19.0,6.6,6.2,0.4,0.5,0.4,0.23,Q4,159/191,archives of pediatric infectious diseases,Arch. Pediatr. Infect.,0.207,Q3,19.0,"Pediatrics, Perinatology and Child Health (Q3); Infectious Diseases (Q4)",Medicine,0.4,Q4,ESCI,PEDIATRICS,2025.0,0.192,Q3
17542.0,Case Reports in Otolaryngology,2025.0,CASE REP OTOLARYNGOL,WILEY,2090-6765,2090-6773,393.0,12.0,12.0,8.3,10.6,0.6,0.7,0.4,0.23,Q4,58/67,case reports in otolaryngology,Case Rep. Otolaryngol.,,,,,,0.4,Q4,ESCI,OTORHINOLARYNGOLOGY,,,
17542.0,Chungara-Revista de Antropologia Chilena,2025.0,CHUNGARA,UNIV TARAPACA,0717-7356,0717-7356,817.0,29.0,29.0,12.5,15.0,0.4,0.6,0.4,0.23,Q4,107/141,chungara revista de antropologia chilena,Chungara,0.332,Q2,33.0,Anthropology (Q2); Archeology (Q2),Social Sciences,0.4,Q4,SSCI,ANTHROPOLOGY,2025.0,,
17542.0,Communicatio-South African Journal for Communication Theory and Research,2025.0,COMMUNICAT-S AFR J C,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0250-0167,1753-5379,194.0,15.0,16.0,8.6,7.0,0.5,0.7,0.4,0.23,Q4,183/227,communicatio south african journal for communication theory and research,Communicat.-S. Afr. J. C.,0.192,Q3,22.0,Communication (Q3),Social Sciences,0.4,Q4,ESCI,COMMUNICATION,2025.0,,
17542.0,Comunicacion y Sociedad-Guadalajara,2025.0,COMUN SOC-GUADALAJ,UNIV GUADALAJARA,0188-252X,2448-9042,82.0,29.0,29.0,,6.5,0.4,,0.4,0.23,Q4,183/227,comunicacion y sociedad guadalajara,Comun. Soc.-Guadalaj.,0.203,Q2,15.0,Cultural Studies (Q2); Communication (Q3),Social Sciences,0.4,Q4,ESCI,COMMUNICATION,2025.0,,
17542.0,Craniomaxillofacial Trauma & Reconstruction,2025.0,CRANIOMAX TRAUM REC,MDPI,1943-3875,1943-3883,1073.0,38.0,42.0,8.0,9.6,1.0,1.2,0.4,0.23,Q4,142/162,craniomaxillofacial trauma and reconstruction,Craniomax. Traum. Rec.,,,,,,0.4,Q4,ESCI,"DENTISTRY, ORAL SURGERY & MEDICINE",,,
17542.0,Critical Horizons,2025.0,CRIT HORIZ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1440-9917,1568-5160,289.0,20.0,21.0,8.7,16.2,0.8,0.4,0.4,0.23,Q3,184/271,critical horizons,Crit. Horiz.,0.163,Q2,25.0,Philosophy (Q2); Sociology and Political Science (Q3),Arts and Humanities; Social Sciences,0.4,Q3,ESCI,"SOCIAL SCIENCES, INTERDISCIPLINARY",2025.0,0.288,Q2
17542.0,Gateways-International Journal of Community Research and Engagement,2025.0,GATEWAYS,"UNIV TECHNOLOGY, SYDNEY-UTS EPRESS",1836-3393,1836-3393,122.0,7.0,7.0,,8.2,0.4,0.5,0.4,0.23,Q4,184/271,gateways international journal of community research and engagement,Gateways,0.218,Q3,8.0,Multidisciplinary (Q3),Multidisciplinary,0.4,Q3,ESCI,"SOCIAL SCIENCES, INTERDISCIPLINARY",2025.0,,
17542.0,ISRAEL JOURNAL OF VETERINARY MEDICINE,2025.0,ISR J VET MED,ISRAEL VETERINARY MEDICAL ASSOC,0334-9152,2304-8859,254.0,13.0,15.0,9.4,12.0,0.7,0.4,0.4,0.23,Q4,143/170,israel journal of veterinary medicine,Isr. J. Vet. Med.,0.203,Q3,17.0,Veterinary (miscellaneous) (Q3); Animal Science and Zoology (Q4),Agricultural and Biological Sciences; Veterinary,0.4,Q4,SCIE,VETERINARY SCIENCES,2025.0,0.16,Q4
17542.0,Lex Localis-Journal of Local Self-Government,2024.0,LEX LOCALIS,UK Zhende Publishing Ltd,1581-5374,1855-363X,268.0,57.0,57.0,6.7,6.7,0.4,0.5,0.3,0.23,Q4,262/322,lex localis journal of local self government,Lex Localis,,,,,,0.4,Q4,,,,,
17542.0,Nineteenth-Century Art Worldwide,2025.0,NINET-CENT ART WORLD,ASSOC HISTORIANS NINETEENTH-CENTURY ART,1543-1002,1543-1002,64.0,11.0,13.0,,33.6,0.2,0.3,0.2,0.23,,,nineteenth century art worldwide,Ninet.-Cent. Art World.,0.101,Q4,3.0,Arts and Humanities (miscellaneous) (Q4); Visual Arts and Performing Arts (Q4),Arts and Humanities,0.4,,ESCI,ART,2025.0,0.106,Q3
17542.0,Northwestern Journal of International Law & Business,2025.0,NW J INT LAW BUS,NORTHWESTERN UNIV SCHOOL LAW,0196-3228,,220.0,18.0,18.0,13.5,5.6,0.6,0.4,0.4,0.23,Q2,250/434,northwestern journal of international law and business,Nw. J. Int. Law Bus.,0.156,Q3,11.0,Law (Q3); Business and International Management (Q4); Strategy and Management (Q4),"Business, Management and Accounting; Social Sciences",0.4,Q3,SSCI,LAW,2025.0,0.101,Q4
17542.0,Quaderns de Filologia-Estudis Linguistics,2025.0,QUAD FILOL-ESTUD LIN,"UNIV VALENCIA, FAC FILOLOGIA",1135-416X,2444-1449,48.0,11.0,11.0,,12.3,0.4,0.3,0.4,0.23,,,quaderns de filologia estudis linguistics,Quad. Filol.-Estud. Lin.,0.189,Q2,5.0,Linguistics and Language (Q2),Social Sciences,0.4,,ESCI,LANGUAGE & LINGUISTICS,2025.0,0.126,Q3
17542.0,Real Analysis Exchange,2025.0,REAL ANAL EXCH,MICHIGAN STATE UNIV PRESS,0147-1937,1930-1219,640.0,26.0,26.0,24.0,19.9,0.6,0.3,0.3,0.23,Q3,383/483,real analysis exchange,Real Anal. Exch.,0.349,Q3,23.0,Analysis (Q3); Geometry and Topology (Q3),Mathematics,0.4,Q4,ESCI,MATHEMATICS,2025.0,0.156,Q4
17542.0,Applications and Applied Mathematics-An International Journal,2025.0,APPL APPL MATH,"PRAIRIE VIEW A & M UNIV, DEPT MATHEMATICS",1932-9466,1932-9466,458.0,27.0,27.0,7.0,10.0,0.8,0.6,0.3,0.22,Q3,314/343,applications and applied mathematics an international journal,Appl. Appl. Math.,,,,,,0.4,Q4,ESCI,"MATHEMATICS, APPLIED",,,
17542.0,Arheologia,2025.0,ARHEOLOGIA,"INST ARCHAEOLOGY NAS, UKRAINE",0235-3490,2616-499X,172.0,30.0,30.0,24.7,22.6,0.2,,0.2,0.22,,,arheologia,Arheologia,0.366,Q1,4.0,Archeology (Q1); Archeology (arts and humanities) (Q1),Arts and Humanities; Social Sciences,0.4,,ESCI,ARCHAEOLOGY,2025.0,,
17542.0,Boletin de la Sociedad Geologica Mexicana,2025.0,B SOC GEOL MEX,"UNIV NACIONAL AUTONOMA MEXICO, INST GEOGRAFIA",1405-3322,,576.0,41.0,42.0,10.1,17.4,0.4,0.6,0.4,0.22,Q4,53/61,boletin de la sociedad geologica mexicana,Bol. Soc. Geol. Mex.,0.209,Q3,25.0,Earth and Planetary Sciences (miscellaneous) (Q3),Earth and Planetary Sciences,0.4,Q4,SCIE,GEOLOGY,2025.0,0.26,Q3
17542.0,Changing Societies & Personalities,2025.0,CHANG SOC PERSONAL,URAL FEDERAL UNIV PUBLISHING CENTER,2587-6104,2587-8964,125.0,47.0,47.0,,8.5,0.5,0.4,0.3,0.22,Q4,177/219,changing societies and personalities,Chang. Soc. Personal.,0.182,Q2,8.0,Cultural Studies (Q2); Sociology and Political Science (Q3); Social Psychology (Q4),Psychology; Social Sciences,0.4,Q4,ESCI,SOCIOLOGY,2025.0,0.168,Q2
17542.0,Eighteenth-Century Music,2025.0,EIGHTEENTH-CENT MUSI,CAMBRIDGE UNIV PRESS,1478-5706,1478-5714,50.0,19.0,23.0,,27.9,0.1,0.2,0.4,0.22,,,eighteenth century music,Eighteenth-Cent. Musi.,0.1,Q4,12.0,Music (Q4),Arts and Humanities,0.4,,AHCI,MUSIC,2025.0,0.1,Q4
17542.0,Family Medicine and Primary Care Review,2025.0,FAM MED PRIM CARE RE,TERMEDIA PUBLISHING HOUSE LTD,1734-3402,2449-8580,311.0,52.0,75.0,5.2,7.0,0.3,0.5,0.3,0.22,Q4,28/28,family medicine and primary care review,Fam. Med. Prim. Care Re.,0.183,Q4,15.0,Medicine (miscellaneous) (Q4),Medicine,0.4,Q4,ESCI,PRIMARY HEALTH CARE,2025.0,0.222,Q4
17542.0,FUNDAMENTA INFORMATICAE,2024.0,FUND INFORM,IOS PRESS,0169-2968,1875-8681,1600.0,28.0,28.0,13.5,14.1,0.4,0.8,0.3,0.22,Q4,314/343,fundamenta informaticae,Fundam. Inform.,0.237,Q3,75.0,Information Systems (Q3); Algebra and Number Theory (Q4); Computational Theory and Mathematics (Q4); Theoretical Computer Science (Q4),Computer Science; Mathematics,0.4,Q4,,,2025.0,0.319,Q3
17542.0,International Journal of Sociology of Education,2025.0,INT J SOCIOL EDUC,HIPATIA PRESS,2014-3575,2014-3575,123.0,13.0,13.0,5.1,4.9,0.8,1.0,0.4,0.22,Q3,177/219,international journal of sociology of education,Int. J. Sociol. Educ.,0.274,Q2,11.0,Social Sciences (miscellaneous) (Q2); Education (Q3),Social Sciences,0.4,Q4,ESCI,SOCIOLOGY,2025.0,0.35,Q2
17542.0,International Journal of the Inclusive Museum,2025.0,INT J INCL MUS,Common Ground Research Networks,1835-2014,1835-2022,141.0,22.0,22.0,,11.0,0.8,,0.4,0.22,Q3,184/271,international journal of the inclusive museum,Int. J. Incl. Mus.,0.235,Q2,12.0,Conservation (Q2); Museology (Q2),Arts and Humanities,0.4,Q3,ESCI,"HOSPITALITY, LEISURE, SPORT & TOURISM; SOCIAL SCIENCES, INTERDISCIPLINARY",2025.0,0.288,Q1
17542.0,Journal of Acute Care Physical Therapy,2025.0,J ACUTE CARE PHYS TH,LIPPINCOTT WILLIAMS & WILKINS,2158-8686,2159-0524,100.0,14.0,16.0,,7.8,0.5,0.4,0.3,0.22,Q4,163/173,journal of acute care physical therapy,J. Acute Care Phys. Th.,,,,,,0.4,Q4,ESCI,REHABILITATION,,,
17542.0,Journal of Qualitative Research in Education-Egitimde Nitel Arastirmalar Dergisi,2024.0,J QUAL RES EDUC,ANI PUBLISHING,2148-2624,2148-2624,130.0,33.0,34.0,4.0,9.2,0.4,0.4,0.3,0.22,Q4,608/756,journal of qualitative research in education egitimde nitel arastirmalar dergisi,J. Qual. Res. Educ.,,,,,,0.4,Q4,,,,,
17542.0,SOCIOLOGISK FORSKNING,2025.0,SOCIOL FORSKNIN,SOCIOLOGISK FORSKNING,0038-0342,0038-0342,124.0,16.0,16.0,6.3,10.7,0.3,0.7,0.3,0.22,Q4,177/219,sociologisk forskning,Sociol. Forsknin.,0.147,Q4,14.0,Sociology and Political Science (Q4),Social Sciences,0.4,Q4,SSCI,SOCIOLOGY,2025.0,0.177,Q3
17542.0,Teknokultura: Revista de Cultura Digital y Movimientos Sociales,2025.0,TEKNOKULT REV CULT D,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",1549-2230,1549-2230,126.0,22.0,22.0,4.8,7.1,0.6,0.6,0.4,0.22,Q3,183/227,teknokultura revista de cultura digital y movimientos sociales,Teknokult. Rev. Cult. D.,,,,,,0.4,Q4,ESCI,COMMUNICATION; SOCIOLOGY,,,
17542.0,Theoretical and Practical Issues of Journalism,2025.0,THEOR PRACT ISSUES J,BAIKAL STATE UNIV,2308-6203,2308-6211,90.0,45.0,46.0,,8.3,0.4,0.2,0.1,0.22,Q4,183/227,theoretical and practical issues of journalism,Theor. Pract. Issues J.,,,,,,0.4,Q4,ESCI,COMMUNICATION,,,
17542.0,Advances in Mental Health and Intellectual Disabilities,2025.0,ADV MENT HEALTH INTE,EMERALD GROUP PUBLISHING LTD,2044-1282,2044-1290,308.0,16.0,16.0,8.2,8.7,0.7,0.7,0.3,0.21,Q4,265/288,advances in mental health and intellectual disabilities,Adv. Ment. Health Inte.,0.25,Q4,22.0,Psychiatry and Mental Health (Q4),Medicine,0.4,Q4,ESCI,PSYCHIATRY,2025.0,0.433,Q3
17542.0,Archivo Espanol de Arqueologia,2025.0,ARCH ESPAN ARQUEOL,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,0066-6742,1988-3110,236.0,17.0,17.0,18.1,17.2,0.3,0.4,0.4,0.21,,,archivo espanol de arqueologia,Arch. Espan. Arqueol.,0.256,Q1,12.0,History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2),Arts and Humanities; Social Sciences,0.4,,AHCI,ARCHAEOLOGY,2025.0,0.166,Q2
17542.0,Australian Journal of Otolaryngology,2025.0,AUST J OTOLARYNGOL,AME PUBLISHING COMPANY,2616-2792,2616-2792,133.0,36.0,42.0,4.0,8.6,0.4,,0.4,0.21,Q4,58/67,australian journal of otolaryngology,Aust. J. Otolaryngol.,0.225,Q3,9.0,Otorhinolaryngology (Q3),Medicine,0.4,Q4,ESCI,OTORHINOLARYNGOLOGY,2025.0,0.191,Q3
17542.0,Clinical and Investigative Orthodontics,2025.0,CLIN INVEST ORTHODON,TAYLOR & FRANCIS LTD,2770-5781,2770-579X,65.0,18.0,19.0,,9.6,0.7,0.4,0.4,0.21,Q4,142/162,clinical and investigative orthodontics,Clin. Invest. Orthodon.,0.294,Q2,17.0,Orthodontics (Q2),Dentistry,0.4,Q4,ESCI,"DENTISTRY, ORAL SURGERY & MEDICINE",2025.0,0.226,Q3
17542.0,Fruhe Bildung,2025.0,FRUHE BILD,HOGREFE VERLAG,2191-9186,2191-9194,107.0,25.0,25.0,6.7,7.9,0.5,0.4,0.2,0.21,Q4,608/756,fruhe bildung,Fruhe Bild.,,,,,,0.4,Q4,ESCI,EDUCATION & EDUCATIONAL RESEARCH,,,
17542.0,Journal of Combinatorics,2025.0,J COMB,"INT PRESS BOSTON, INC",2156-3527,2150-959X,221.0,23.0,23.0,8.3,13.2,0.4,0.5,0.4,0.21,Q4,314/343,journal of combinatorics,J. Comb.,0.396,Q2,6.0,Discrete Mathematics and Combinatorics (Q2),Mathematics,0.4,Q4,ESCI,"MATHEMATICS, APPLIED",2025.0,,
17542.0,Journal of the Hellenic Veterinary Medical Society,2025.0,J HELL VET MED SOC,HELLENIC VETERINARY MEDICAL SOC,1792-2720,1792-2720,767.0,181.0,183.0,4.3,11.0,0.6,0.5,0.4,0.21,Q4,143/170,journal of the hellenic veterinary medical society,J. Hell. Vet. Med. Soc.,0.2,Q3,18.0,Veterinary (miscellaneous) (Q3),Veterinary,0.4,Q4,SCIE,VETERINARY SCIENCES,2025.0,0.178,Q3
17542.0,Meteorology Hydrology and Water Management-Research and Operational Applications,2025.0,METEOROL HYDROL WATE,INST METEOROLOGY & WATER MANAGEMENT,2299-3835,2353-5652,145.0,5.0,5.0,7.2,9.5,1.9,0.6,0.4,0.21,Q3,126/131,meteorology hydrology and water management research and operational applications,Meteorol. Hydrol. Wate.,,,,,,0.4,Q4,ESCI,WATER RESOURCES,,,
17542.0,Minerva Orthopedics,2025.0,MINERVA ORTHOP,EDIZIONI MINERVA MEDICA,2784-8469,2784-871X,97.0,22.0,54.0,,8.5,0.4,0.3,0.3,0.21,Q4,127/139,minerva orthopedics,Minerva Orthop.,0.138,Q4,8.0,Orthopedics and Sports Medicine (Q4); Surgery (Q4),Medicine,0.4,Q4,ESCI,ORTHOPEDICS,2025.0,0.183,Q3
17542.0,ODONATOLOGICA,2025.0,ODONATOLOGICA,SOC INT ODONATOLOGICA,0375-0183,0375-0183,380.0,10.0,10.0,22.5,19.3,0.5,0.5,0.3,0.21,Q4,100/110,odonatologica,Odonatologica,0.27,Q3,28.0,Insect Science (Q3),Agricultural and Biological Sciences,0.4,Q4,SCIE,ENTOMOLOGY,2025.0,0.305,Q3
17542.0,Rehabilitacion,2025.0,REHABILITACION,ELSEVIER,0048-7120,1578-3278,176.0,26.0,35.0,4.6,8.5,0.6,,0.3,0.21,Q4,163/173,rehabilitacion,Rehabilitacion,0.18,Q4,13.0,"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)",Health Professions; Medicine,0.4,Q4,ESCI,REHABILITATION,2025.0,0.186,Q4
17542.0,Statistical Applications in Genetics and Molecular Biology,2025.0,STAT APPL GENET MOL,WALTER DE GRUYTER GMBH,2194-6302,1544-6115,1349.0,9.0,9.0,19.0,9.2,0.8,0.5,0.4,0.21,Q3,157/167,statistical applications in genetics and molecular biology,Stat. Appl. Genet. Mol. Biol.,0.23,Q3,54.0,Computational Mathematics (Q3); Genetics (Q4); Molecular Biology (Q4); Statistics and Probability (Q4),"Biochemistry, Genetics and Molecular Biology; Mathematics",0.4,Q4,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY; MATHEMATICAL & COMPUTATIONAL BIOLOGY; STATISTICS & PROBABILITY,2025.0,0.201,Q4
17542.0,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,2025.0,ACTA CHIR ORTHOP TR,GALEN SRO,0001-5415,0001-5415,534.0,42.0,48.0,9.9,11.1,0.6,0.4,0.4,0.2,Q4,127/139,acta chirurgiae orthopaedicae et traumatologiae cechoslovaca,Acta Chir. Orthop. Tr.,0.251,Q3,32.0,Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Surgery (Q3),Medicine,0.4,Q4,SCIE,ORTHOPEDICS,2025.0,0.196,Q3
17542.0,Economics and Finance Letters,2025.0,ECON FINANCE LETT,CONSCIENTIA BEAM,2312-6310,2312-430X,77.0,21.0,21.0,,7.4,0.7,,0.4,0.2,Q4,205/241,economics and finance letters,Econ. Finance Lett.,0.185,Q3,4.0,"Economics, Econometrics and Finance (miscellaneous) (Q3)","Economics, Econometrics and Finance",0.4,Q4,ESCI,"BUSINESS, FINANCE; ECONOMICS",2025.0,,-
17542.0,HASELTONIA,2025.0,HASELTONIA,CACTUS SUCCULENT SOC AMER INC,1070-0048,1938-2898,146.0,16.0,16.0,6.8,14.6,0.3,1.0,0.4,0.2,Q4,259/273,haseltonia,Haseltonia,0.173,Q4,18.0,Plant Science (Q4),Agricultural and Biological Sciences,0.4,Q4,SCIE,PLANT SCIENCES,2025.0,0.454,Q2
17542.0,Iranian Journal of Pediatric Hematology and Oncology,2025.0,IRAN J PEDIATR HEMAT,SHAHID SADOUGHI UNIV MEDICAL SCIENCES,2008-8892,2228-6993,221.0,35.0,40.0,9.0,10.7,0.4,0.5,0.3,0.2,Q4,159/191,iranian journal of pediatric hematology and oncology,Iran. J. Pediatr. Hemat.,0.157,Q4,9.0,"Hematology (Q4); Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)",Medicine,0.4,Q4,ESCI,PEDIATRICS,2025.0,0.185,Q3
17542.0,Italian Journal of Linguistics,2025.0,ITAL J LINGUIST,PACINI EDITORE,1120-2726,1120-2726,258.0,1.0,1.0,16.3,,0.8,0.3,0.4,0.2,Q3,233/303,italian journal of linguistics,Ital. J. Linguist.,0.163,Q3,31.0,Linguistics and Language (Q3),Social Sciences,0.4,Q4,ESCI,LINGUISTICS,2025.0,0.155,Q3
17542.0,Journal of Mathematical Analysis,2024.0,J MATH ANAL,UNIV PRISHTINES,2217-3412,2217-3412,210.0,32.0,32.0,6.9,13.2,0.4,0.3,0.3,0.2,Q4,383/483,journal of mathematical analysis,J. Math. Anal.,0.215,Q4,7.0,Analysis (Q4); Applied Mathematics (Q4); Mathematics (miscellaneous) (Q4),Mathematics,0.4,Q4,,,2025.0,0.186,Q4
17542.0,Journal of Medical Biography,2025.0,J MED BIOGR,SAGE PUBLICATIONS INC,0967-7720,1758-1087,247.0,51.0,51.0,11.0,47.1,0.3,0.3,0.3,0.2,Q3,71/112,journal of medical biography,J. Med. Biogr.,0.205,Q2,19.0,History and Philosophy of Science (Q2); Medicine (miscellaneous) (Q4),Arts and Humanities; Medicine,0.4,Q3,AHCI,HISTORY & PHILOSOPHY OF SCIENCE,2025.0,0.208,Q3
17542.0,Plasma and Fusion Research,2025.0,PLASMA FUSION RES,JAPAN SOC PLASMA SCIENCE & NUCLEAR FUSION RESEARCH,1880-6821,1880-6821,1148.0,35.0,35.0,10.3,11.5,0.5,0.4,0.4,0.2,Q4,41/41,plasma and fusion research,Plasma Fusion Res.,0.31,Q3,24.0,Condensed Matter Physics (Q3),Physics and Astronomy,0.4,Q4,ESCI,"PHYSICS, FLUIDS & PLASMAS",2025.0,0.269,Q3
17542.0,Rehabilitation Research Policy and Education,2025.0,REHABIL RES POL EDUC,SPRINGER PUBLISHING CO,2168-6653,2168-6661,141.0,9.0,9.0,8.8,6.1,0.5,0.3,0.3,0.2,Q4,163/173,rehabilitation research policy and education,Rehabil. Res. Pol. Educ.,,,,,,0.4,Q4,ESCI,REHABILITATION,,,
17542.0,Revija za Kriminalistiko in Kriminologijo,2025.0,REV KRIMINALISTIKO K,MINISTRY INTERIOR REPUBLIC SLOVENIA,0034-690X,,118.0,19.0,21.0,8.1,12.0,0.4,0.4,0.3,0.2,Q4,98/111,revija za kriminalistiko in kriminologijo,Rev. Kriminalistiko K.,0.188,Q3,10.0,Law (Q3); Pathology and Forensic Medicine (Q4); Social Psychology (Q4),Medicine; Psychology; Social Sciences,0.4,Q4,SSCI,CRIMINOLOGY & PENOLOGY,2025.0,0.109,Q4
17542.0,TWMS Journal of Applied and Engineering Mathematics,2025.0,TWMS J APPL ENG MATH,TURKIC WORLD MATHEMATICAL SOC,2146-1147,2146-1147,547.0,130.0,130.0,4.1,12.1,0.6,0.4,0.3,0.2,Q4,314/343,twms journal of applied and engineering mathematics,TWMS J. App. Eng. Math.,0.215,Q3,16.0,Control and Optimization (Q3); Applied Mathematics (Q4); Computational Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Mathematical Physics (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4),Mathematics,0.4,Q4,ESCI,"MATHEMATICS, APPLIED",2025.0,,
17542.0,Zemdirbyste-Agriculture,2024.0,ZEMDIRBYSTE,LITHUANIAN RESEARCH CENTRE AGRICULTURE & FORESTRY,1392-3196,2335-8947,721.0,0.0,0.0,8.6,,0.4,0.8,0.4,0.2,Q4,81/94,zemdirbyste agriculture,Zemdirbyste,0.225,Q3,32.0,Agronomy and Crop Science (Q3),Agricultural and Biological Sciences,0.4,Q4,,,2025.0,,
17542.0,Algebra And Discrete Mathematics,2025.0,ALGEBRA DISCRET MATH,LUHANSK TARAS SHEVCHENKO NATL UNIV,1726-3255,2415-721X,228.0,36.0,36.0,8.1,17.9,0.4,0.4,0.2,0.19,Q4,314/343,algebra and discrete mathematics,Algebra Discret. Math.,0.346,Q3,13.0,Algebra and Number Theory (Q3); Discrete Mathematics and Combinatorics (Q3),Mathematics,0.4,Q4,ESCI,"MATHEMATICS, APPLIED",2025.0,0.264,Q3
17542.0,CAHIERS DE BIOLOGIE MARINE,2025.0,CAH BIOL MAR,CAHIERS DE BIOLOGIE MARINE,0007-9723,2262-3094,924.0,51.0,54.0,15.6,16.4,0.4,0.6,0.4,0.19,Q4,112/119,cahiers de biologie marine,Cah. Biol. Mar.,0.119,Q4,40.0,Aquatic Science (Q4),Agricultural and Biological Sciences,0.4,Q4,SCIE,MARINE & FRESHWATER BIOLOGY,2025.0,0.199,Q4
17542.0,Comechingonia,2025.0,COMECHINGONIA,CENTRO DE ESTUDIOS HISTORICOS PROF CARLOS S A SEGRETI,0326-7911,2250-7728,190.0,31.0,31.0,8.2,17.5,0.4,,0.3,0.19,,,comechingonia,Comechingonia,0.313,Q2,7.0,Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2),Arts and Humanities; Social Sciences,0.4,,ESCI,ARCHAEOLOGY,2025.0,0.318,Q2
17542.0,Communication Teacher,2025.0,COMMUN TEACH,TAYLOR & FRANCIS LTD,1740-4622,1740-4630,336.0,63.0,63.0,5.4,7.3,0.6,0.5,0.3,0.19,Q3,183/227,communication teacher,Commun. Teach.,0.231,Q3,16.0,Communication (Q3); Education (Q3),Social Sciences,0.4,Q4,ESCI,COMMUNICATION,2025.0,0.264,Q3
17542.0,Cuadernos Europeos de Deusto,2025.0,CUAD EUR DEUSTO,UNIV DEUSTO,1130-8354,2445-3587,52.0,11.0,12.0,,5.3,0.5,0.2,0.3,0.19,Q3,250/434,cuadernos europeos de deusto,Cuad. Eur. Deusto,0.151,Q2,6.0,"Cultural Studies (Q2); History (Q2); Law (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4)","Arts and Humanities; Economics, Econometrics and Finance; Social Sciences",0.4,Q3,ESCI,INTERNATIONAL RELATIONS; LAW,2025.0,0.124,Q3
17542.0,Encrucijadas-Revista Critica de Ciencias Sociales,2025.0,ENCRUCIJADAS,ASOC CONTUBERNIO,2174-7148,2174-6753,117.0,18.0,18.0,,10.8,0.3,0.3,0.4,0.19,Q4,49/68,encrucijadas revista critica de ciencias sociales,Encrucijadas,,,,,,0.4,Q3,ESCI,SOCIAL ISSUES,,,
